station_order,global_order,timestamp,route_info,date
20,30,45395.0,1/00720,2
21,30,45462.0,1/00720,2
22,30,45599.0,1/00720,2
23,30,45743.0,1/00720,2
24,30,45827.0,1/00720,2
25,30,45899.0,1/00720,2
26,30,46083.0,1/00720,2
27,30,46170.0,1/00720,2
28,30,46252.0,1/00720,2
29,30,46401.0,1/00720,2
1,31,43099.0,1/00720,2
2,31,43279.0,1/00720,2
3,31,43473.0,1/00720,2
4,31,43604.0,1/00720,2
5,31,43798.0,1/00720,2
6,31,43965.0,1/00720,2
7,31,44123.0,1/00720,2
8,31,44216.0,1/00720,2
9,31,44451.0,1/00720,2
10,31,44729.0,1/00720,2
11,31,44860.0,1/00720,2
12,31,44999.0,1/00720,2
13,31,45110.0,1/00720,2
14,31,45222.0,1/00720,2
15,31,45507.0,1/00720,2
16,31,45633.0,1/00720,2
17,31,45798.0,1/00720,2
18,31,45978.0,1/00720,2
19,31,46090.0,1/00720,2
20,31,46266.0,1/00720,2
21,31,46341.0,1/00720,2
22,31,46439.0,1/00720,2
23,31,46569.0,1/00720,2
24,31,46695.0,1/00720,2
25,31,46821.0,1/00720,2
26,31,47018.0,1/00720,2
27,31,47105.0,1/00720,2
28,31,47177.0,1/00720,2
29,31,47288.0,1/00720,2
1,32,43915.0,1/00720,2
2,32,44256.0,1/00720,2
3,32,44529.0,1/00720,2
4,32,44667.0,1/00720,2
5,32,44863.0,1/00720,2
6,32,45025.0,1/00720,2
7,32,45186.0,1/00720,2
8,32,45266.0,1/00720,2
9,32,45451.0,1/00720,2
10,32,45574.0,1/00720,2
11,32,45696.0,1/00720,2
12,32,45840.0,1/00720,2
13,32,45942.0,1/00720,2
14,32,46280.0,1/00720,2
15,32,46565.0,1/00720,2
16,32,46678.0,1/00720,2
17,32,46857.0,1/00720,2
18,32,47037.0,1/00720,2
19,32,47248.0,1/00720,2
20,32,47460.0,1/00720,2
21,32,47528.0,1/00720,2
22,32,47664.0,1/00720,2
23,32,47807.0,1/00720,2
24,32,47882.0,1/00720,2
25,32,47945.0,1/00720,2
26,32,48107.0,1/00720,2
27,32,48218.0,1/00720,2
28,32,48285.0,1/00720,2
29,32,48438.0,1/00720,2
1,33,44873.0,1/00720,2
2,33,45068.0,1/00720,2
3,33,45226.0,1/00720,2
4,33,45332.0,1/00720,2
5,33,45542.0,1/00720,2
6,33,45686.0,1/00720,2
7,33,45830.0,1/00720,2
8,33,45906.0,1/00720,2
9,33,46134.0,1/00720,2
10,33,46257.0,1/00720,2
11,33,46381.0,1/00720,2
12,33,46505.0,1/00720,2
13,33,46577.0,1/00720,2
14,33,46886.0,1/00720,2
15,33,47162.0,1/00720,2
16,33,47275.0,1/00720,2
17,33,47468.0,1/00720,2
18,33,47633.0,1/00720,2
19,33,47799.0,1/00720,2
20,33,48047.0,1/00720,2
21,33,48130.0,1/00720,2
22,33,48214.0,1/00720,2
23,33,48355.0,1/00720,2
24,33,48429.0,1/00720,2
25,33,48538.0,1/00720,2
26,33,48611.0,1/00720,2
27,33,48686.0,1/00720,2
28,33,48759.0,1/00720,2
29,33,48928.0,1/00720,2
1,34,45658.0,1/00720,2
2,34,46019.0,1/00720,2
3,34,46261.0,1/00720,2
4,34,46395.0,1/00720,2
5,34,46657.0,1/00720,2
6,34,46767.0,1/00720,2
7,34,46906.0,1/00720,2
8,34,46996.0,1/00720,2
9,34,47224.0,1/00720,2
10,34,47421.0,1/00720,2
11,34,47548.0,1/00720,2
12,34,47710.0,1/00720,2
13,34,47806.0,1/00720,2
14,34,48114.0,1/00720,2
15,34,48394.0,1/00720,2
16,34,48497.0,1/00720,2
17,34,48677.0,1/00720,2
18,34,48807.0,1/00720,2
19,34,48911.0,1/00720,2
20,34,49251.0,1/00720,2
21,34,49317.0,1/00720,2
22,34,49464.0,1/00720,2
23,34,49619.0,1/00720,2
24,34,49823.0,1/00720,2
25,34,49946.0,1/00720,2
26,34,50015.0,1/00720,2
27,34,50118.0,1/00720,2
28,34,50196.0,1/00720,2
29,34,50273.0,1/00720,2
1,35,46755.0,1/00720,2
2,35,46928.0,1/00720,2
3,35,47084.0,1/00720,2
4,35,47197.0,1/00720,2
5,35,47441.0,1/00720,2
6,35,47574.0,1/00720,2
7,35,47758.0,1/00720,2
8,35,47836.0,1/00720,2
9,35,48014.0,1/00720,2
10,35,48260.0,1/00720,2
11,35,48392.0,1/00720,2
12,35,48525.0,1/00720,2
13,35,48602.0,1/00720,2
14,35,48877.0,1/00720,2
15,35,49110.0,1/00720,2
16,35,49237.0,1/00720,2
17,35,49398.0,1/00720,2
18,35,49491.0,1/00720,2
19,35,49629.0,1/00720,2
20,35,50005.0,1/00720,2
21,35,50056.0,1/00720,2
22,35,50146.0,1/00720,2
23,35,50297.0,1/00720,2
24,35,50458.0,1/00720,2
25,35,50571.0,1/00720,2
26,35,50644.0,1/00720,2
27,35,50765.0,1/00720,2
28,35,50834.0,1/00720,2
29,35,50955.0,1/00720,2
1,36,47641.0,1/00720,2
2,36,47826.0,1/00720,2
3,36,47992.0,1/00720,2
4,36,48123.0,1/00720,2
5,36,48364.0,1/00720,2
6,36,48521.0,1/00720,2
7,36,48719.0,1/00720,2
8,36,48840.0,1/00720,2
9,36,49007.0,1/00720,2
10,36,49283.0,1/00720,2
11,36,49418.0,1/00720,2
12,36,49553.0,1/00720,2
13,36,49634.0,1/00720,2
14,36,49950.0,1/00720,2
15,36,50224.0,1/00720,2
16,36,50306.0,1/00720,2
17,36,50469.0,1/00720,2
18,36,50563.0,1/00720,2
19,36,50745.0,1/00720,2
20,36,51104.0,1/00720,2
21,36,51179.0,1/00720,2
22,36,51252.0,1/00720,2
23,36,51406.0,1/00720,2
24,36,51576.0,1/00720,2
25,36,51688.0,1/00720,2
26,36,51883.0,1/00720,2
27,36,52018.0,1/00720,2
28,36,52083.0,1/00720,2
29,36,52272.0,1/00720,2
1,37,48459.0,1/00720,2
2,37,48647.0,1/00720,2
3,37,48827.0,1/00720,2
4,37,48928.0,1/00720,2
5,37,49162.0,1/00720,2
6,37,49332.0,1/00720,2
7,37,49482.0,1/00720,2
8,37,49561.0,1/00720,2
9,37,49722.0,1/00720,2
10,37,49965.0,1/00720,2
11,37,50091.0,1/00720,2
12,37,50248.0,1/00720,2
13,37,50332.0,1/00720,2
14,37,50716.0,1/00720,2
15,37,50915.0,1/00720,2
16,37,51035.0,1/00720,2
17,37,51193.0,1/00720,2
18,37,51329.0,1/00720,2
19,37,51443.0,1/00720,2
20,37,51823.0,1/00720,2
21,37,51903.0,1/00720,2
22,37,52089.0,1/00720,2
23,37,52246.0,1/00720,2
24,37,52401.0,1/00720,2
25,37,52481.0,1/00720,2
26,37,52668.0,1/00720,2
27,37,52788.0,1/00720,2
28,37,52852.0,1/00720,2
29,37,52970.0,1/00720,2
1,38,49420.0,1/00720,2
2,38,49627.0,1/00720,2
3,38,49849.0,1/00720,2
4,38,49957.0,1/00720,2
5,38,50206.0,1/00720,2
6,38,50374.0,1/00720,2
7,38,50542.0,1/00720,2
8,38,50656.0,1/00720,2
9,38,50884.0,1/00720,2
10,38,51024.0,1/00720,2
11,38,51170.0,1/00720,2
12,38,51317.0,1/00720,2
13,38,51425.0,1/00720,2
14,38,51803.0,1/00720,2
15,38,52148.0,1/00720,2
16,38,52272.0,1/00720,2
17,38,52408.0,1/00720,2
18,38,52508.0,1/00720,2
19,38,52675.0,1/00720,2
20,38,52919.0,1/00720,2
21,38,53004.0,1/00720,2
22,38,53080.0,1/00720,2
23,38,53223.0,1/00720,2
24,38,53366.0,1/00720,2
25,38,53462.0,1/00720,2
26,38,53532.0,1/00720,2
27,38,53639.0,1/00720,2
28,38,53705.0,1/00720,2
29,38,53806.0,1/00720,2
1,39,50268.0,1/00720,2
2,39,50457.0,1/00720,2
3,39,50648.0,1/00720,2
4,39,50752.0,1/00720,2
5,39,50989.0,1/00720,2
6,39,51100.0,1/00720,2
7,39,51231.0,1/00720,2
8,39,51341.0,1/00720,2
9,39,51576.0,1/00720,2
10,39,51890.0,1/00720,2
11,39,52020.0,1/00720,2
12,39,52160.0,1/00720,2
13,39,52247.0,1/00720,2
14,39,52565.0,1/00720,2
15,39,52780.0,1/00720,2
16,39,52879.0,1/00720,2
17,39,53001.0,1/00720,2
18,39,53117.0,1/00720,2
19,39,53227.0,1/00720,2
20,39,53545.0,1/00720,2
21,39,53597.0,1/00720,2
22,39,53764.0,1/00720,2
23,39,53904.0,1/00720,2
24,39,54045.0,1/00720,2
25,39,54115.0,1/00720,2
26,39,54194.0,1/00720,2
27,39,54312.0,1/00720,2
28,39,54383.0,1/00720,2
29,39,54478.0,1/00720,2
1,40,51059.0,1/00720,2
2,40,51191.0,1/00720,2
3,40,51316.0,1/00720,2
4,40,51431.0,1/00720,2
5,40,51655.0,1/00720,2
6,40,51769.0,1/00720,2
7,40,51924.0,1/00720,2
8,40,52021.0,1/00720,2
9,40,52200.0,1/00720,2
10,40,52435.0,1/00720,2
11,40,52568.0,1/00720,2
12,40,52707.0,1/00720,2
13,40,52795.0,1/00720,2
14,40,53180.0,1/00720,2
15,40,53382.0,1/00720,2
16,40,53606.0,1/00720,2
17,40,53830.0,1/00720,2
18,40,53975.0,1/00720,2
19,40,54074.0,1/00720,2
20,40,54284.0,1/00720,2
21,40,54494.0,1/00720,2
22,40,54616.0,1/00720,2
23,40,54762.0,1/00720,2
24,40,55003.0,1/00720,2
25,40,55132.0,1/00720,2
26,40,55211.0,1/00720,2
27,40,55372.0,1/00720,2
28,40,55509.0,1/00720,2
29,40,55614.0,1/00720,2
1,41,51694.0,1/00720,2
2,41,51954.0,1/00720,2
3,41,52203.0,1/00720,2
4,41,52333.0,1/00720,2
5,41,52580.0,1/00720,2
6,41,52710.0,1/00720,2
7,41,52891.0,1/00720,2
8,41,53072.0,1/00720,2
9,41,53261.0,1/00720,2
10,41,53490.0,1/00720,2
11,41,53613.0,1/00720,2
12,41,53762.0,1/00720,2
13,41,53842.0,1/00720,2
14,41,54110.0,1/00720,2
15,41,54375.0,1/00720,2
16,41,54491.0,1/00720,2
17,41,54668.0,1/00720,2
18,41,54815.0,1/00720,2
19,41,55020.0,1/00720,2
20,41,55424.0,1/00720,2
21,41,55563.0,1/00720,2
22,41,55726.0,1/00720,2
23,41,55892.0,1/00720,2
24,41,55988.0,1/00720,2
25,41,56092.0,1/00720,2
26,41,56292.0,1/00720,2
27,41,56425.0,1/00720,2
28,41,56498.0,1/00720,2
29,41,56658.0,1/00720,2
1,42,52481.0,1/00720,2
2,42,52678.0,1/00720,2
3,42,52859.0,1/00720,2
4,42,52991.0,1/00720,2
5,42,53228.0,1/00720,2
6,42,53386.0,1/00720,2
7,42,53540.0,1/00720,2
8,42,53631.0,1/00720,2
9,42,53860.0,1/00720,2
10,42,54017.0,1/00720,2
11,42,54170.0,1/00720,2
12,42,54320.0,1/00720,2
13,42,54397.0,1/00720,2
14,42,54882.0,1/00720,2
15,42,55142.0,1/00720,2
16,42,55262.0,1/00720,2
17,42,55390.0,1/00720,2
18,42,55544.0,1/00720,2
19,42,55711.0,1/00720,2
20,42,56146.0,1/00720,2
21,42,56265.0,1/00720,2
22,42,56436.0,1/00720,2
23,42,56592.0,1/00720,2
24,42,56797.0,1/00720,2
25,42,56945.0,1/00720,2
26,42,57023.0,1/00720,2
27,42,57109.0,1/00720,2
28,42,57168.0,1/00720,2
29,42,57406.0,1/00720,2
1,43,53125.0,1/00720,2
2,43,53382.0,1/00720,2
3,43,53620.0,1/00720,2
4,43,53750.0,1/00720,2
5,43,54018.0,1/00720,2
6,43,54190.0,1/00720,2
7,43,54334.0,1/00720,2
8,43,54426.0,1/00720,2
9,43,54649.0,1/00720,2
10,43,54913.0,1/00720,2
11,43,55036.0,1/00720,2
12,43,55180.0,1/00720,2
13,43,55258.0,1/00720,2
14,43,55501.0,1/00720,2
15,43,55750.0,1/00720,2
16,43,55888.0,1/00720,2
17,43,56015.0,1/00720,2
18,43,56169.0,1/00720,2
19,43,56280.0,1/00720,2
20,43,56786.0,1/00720,2
21,43,56859.0,1/00720,2
22,43,56986.0,1/00720,2
23,43,57151.0,1/00720,2
24,43,57252.0,1/00720,2
25,43,57322.0,1/00720,2
26,43,57506.0,1/00720,2
27,43,57588.0,1/00720,2
28,43,57668.0,1/00720,2
29,43,57828.0,1/00720,2
1,44,53869.0,1/00720,2
2,44,54080.0,1/00720,2
3,44,54280.0,1/00720,2
4,44,54396.0,1/00720,2
5,44,54656.0,1/00720,2
6,44,54752.0,1/00720,2
7,44,54908.0,1/00720,2
8,44,54988.0,1/00720,2
9,44,55146.0,1/00720,2
10,44,55450.0,1/00720,2
11,44,55577.0,1/00720,2
12,44,55727.0,1/00720,2
13,44,55811.0,1/00720,2
14,44,56139.0,1/00720,2
15,44,56354.0,1/00720,2
16,44,56474.0,1/00720,2
17,44,56613.0,1/00720,2
18,44,56716.0,1/00720,2
19,44,56820.0,1/00720,2
20,44,57222.0,1/00720,2
21,44,57357.0,1/00720,2
22,44,57430.0,1/00720,2
23,44,57571.0,1/00720,2
24,44,57724.0,1/00720,2
25,44,57810.0,1/00720,2
26,44,58020.0,1/00720,2
27,44,58149.0,1/00720,2
28,44,58220.0,1/00720,2
29,44,58377.0,1/00720,2
1,45,54870.0,1/00720,2
2,45,55034.0,1/00720,2
3,45,55179.0,1/00720,2
4,45,55284.0,1/00720,2
5,45,55584.0,1/00720,2
6,45,55751.0,1/00720,2
7,45,55945.0,1/00720,2
8,45,56043.0,1/00720,2
9,45,56233.0,1/00720,2
10,45,56385.0,1/00720,2
11,45,56509.0,1/00720,2
12,45,56645.0,1/00720,2
13,45,56731.0,1/00720,2
14,45,56946.0,1/00720,2
15,45,57144.0,1/00720,2
16,45,57264.0,1/00720,2
17,45,57430.0,1/00720,2
18,45,57556.0,1/00720,2
19,45,57651.0,1/00720,2
20,45,57972.0,1/00720,2
21,45,58068.0,1/00720,2
22,45,58249.0,1/00720,2
23,45,58439.0,1/00720,2
24,45,58529.0,1/00720,2
25,45,58674.0,1/00720,2
26,45,58748.0,1/00720,2
27,45,58837.0,1/00720,2
28,45,58912.0,1/00720,2
29,45,59047.0,1/00720,2
1,46,55810.0,1/00720,2
2,46,56061.0,1/00720,2
3,46,56243.0,1/00720,2
4,46,56406.0,1/00720,2
5,46,56627.0,1/00720,2
6,46,56796.0,1/00720,2
7,46,56977.0,1/00720,2
8,46,57048.0,1/00720,2
9,46,57241.0,1/00720,2
10,46,57469.0,1/00720,2
11,46,57578.0,1/00720,2
12,46,57729.0,1/00720,2
13,46,57817.0,1/00720,2
14,46,58189.0,1/00720,2
15,46,58394.0,1/00720,2
16,46,58534.0,1/00720,2
17,46,58676.0,1/00720,2
18,46,58796.0,1/00720,2
19,46,58883.0,1/00720,2
20,46,59135.0,1/00720,2
21,46,59214.0,1/00720,2
22,46,59346.0,1/00720,2
23,46,59444.0,1/00720,2
24,46,59631.0,1/00720,2
25,46,59713.0,1/00720,2
26,46,59923.0,1/00720,2
27,46,60068.0,1/00720,2
28,46,60134.0,1/00720,2
29,46,60293.0,1/00720,2
1,47,56813.0,1/00720,2
2,47,56964.0,1/00720,2
3,47,57110.0,1/00720,2
4,47,57218.0,1/00720,2
5,47,57449.0,1/00720,2
6,47,57624.0,1/00720,2
7,47,57782.0,1/00720,2
8,47,57867.0,1/00720,2
9,47,58115.0,1/00720,2
10,47,58402.0,1/00720,2
11,47,58524.0,1/00720,2
12,47,58691.0,1/00720,2
13,47,58795.0,1/00720,2
14,47,58988.0,1/00720,2
15,47,59185.0,1/00720,2
16,47,59336.0,1/00720,2
17,47,59481.0,1/00720,2
18,47,59643.0,1/00720,2
19,47,59852.0,1/00720,2
20,47,60128.0,1/00720,2
21,47,60258.0,1/00720,2
22,47,60343.0,1/00720,2
23,47,60514.0,1/00720,2
24,47,60615.0,1/00720,2
25,47,60766.0,1/00720,2
26,47,60970.0,1/00720,2
27,47,61140.0,1/00720,2
28,47,61212.0,1/00720,2
29,47,61377.0,1/00720,2
1,48,57430.0,1/00720,2
2,48,57726.0,1/00720,2
3,48,58005.0,1/00720,2
4,48,58126.0,1/00720,2
5,48,58412.0,1/00720,2
6,48,58579.0,1/00720,2
7,48,58816.0,1/00720,2
8,48,58922.0,1/00720,2
9,48,59110.0,1/00720,2
10,48,59337.0,1/00720,2
11,48,59462.0,1/00720,2
12,48,59634.0,1/00720,2
13,48,59717.0,1/00720,2
14,48,60083.0,1/00720,2
15,48,60305.0,1/00720,2
16,48,60422.0,1/00720,2
17,48,60608.0,1/00720,2
18,48,60797.0,1/00720,2
19,48,60954.0,1/00720,2
20,48,61222.0,1/00720,2
21,48,61322.0,1/00720,2
22,48,61462.0,1/00720,2
23,48,61643.0,1/00720,2
24,48,61878.0,1/00720,2
25,48,61946.0,1/00720,2
26,48,62136.0,1/00720,2
27,48,62279.0,1/00720,2
28,48,62348.0,1/00720,2
29,48,62506.0,1/00720,2
1,1,23316.0,1/00720,3
2,1,23471.0,1/00720,3
3,1,23766.0,1/00720,3
4,1,23878.0,1/00720,3
5,1,24099.0,1/00720,3
6,1,24258.0,1/00720,3
7,1,24354.0,1/00720,3
8,1,24424.0,1/00720,3
9,1,24635.0,1/00720,3
10,1,24877.0,1/00720,3
11,1,25046.0,1/00720,3
12,1,25189.0,1/00720,3
13,1,25272.0,1/00720,3
14,1,25495.0,1/00720,3
15,1,25615.0,1/00720,3
16,1,25779.0,1/00720,3
17,1,25944.0,1/00720,3
18,1,26050.0,1/00720,3
19,1,26175.0,1/00720,3
20,1,26407.0,1/00720,3
21,1,26527.0,1/00720,3
22,1,26704.0,1/00720,3
23,1,26776.0,1/00720,3
24,1,26861.0,1/00720,3
25,1,26999.0,1/00720,3
26,1,27078.0,1/00720,3
27,1,27264.0,1/00720,3
28,1,27346.0,1/00720,3
29,1,27600.0,1/00720,3
1,2,24256.0,1/00720,3
2,2,24416.0,1/00720,3
3,2,24641.0,1/00720,3
4,2,24757.0,1/00720,3
5,2,24991.0,1/00720,3
6,2,25225.0,1/00720,3
7,2,25407.0,1/00720,3
8,2,25513.0,1/00720,3
9,2,25725.0,1/00720,3
10,2,25839.0,1/00720,3
11,2,25996.0,1/00720,3
12,2,26153.0,1/00720,3
13,2,26234.0,1/00720,3
14,2,26589.0,1/00720,3
15,2,26811.0,1/00720,3
16,2,27001.0,1/00720,3
17,2,27174.0,1/00720,3
18,2,27345.0,1/00720,3
19,2,27495.0,1/00720,3
20,2,27715.0,1/00720,3
21,2,27831.0,1/00720,3
22,2,28140.0,1/00720,3
23,2,28336.0,1/00720,3
24,2,28446.0,1/00720,3
25,2,28557.0,1/00720,3
26,2,28771.0,1/00720,3
27,2,28894.0,1/00720,3
28,2,28968.0,1/00720,3
29,2,29175.0,1/00720,3
1,3,25109.0,1/00720,3
2,3,25255.0,1/00720,3
3,3,25408.0,1/00720,3
4,3,25518.0,1/00720,3
5,3,25760.0,1/00720,3
6,3,25905.0,1/00720,3
7,3,26051.0,1/00720,3
8,3,26173.0,1/00720,3
9,3,26340.0,1/00720,3
10,3,26492.0,1/00720,3
11,3,26642.0,1/00720,3
12,3,26793.0,1/00720,3
13,3,26947.0,1/00720,3
14,3,27101.0,1/00720,3
15,3,27255.0,1/00720,3
16,3,27352.0,1/00720,3
17,3,27492.0,1/00720,3
18,3,27633.0,1/00720,3
19,3,27775.0,1/00720,3
20,3,28136.0,1/00720,3
21,3,28270.0,1/00720,3
22,3,28685.0,1/00720,3
23,3,28871.0,1/00720,3
24,3,29057.0,1/00720,3
25,3,29243.0,1/00720,3
26,3,29327.0,1/00720,3
27,3,29473.0,1/00720,3
28,3,29631.0,1/00720,3
29,3,29857.0,1/00720,3
1,4,25641.0,1/00720,3
2,4,25776.0,1/00720,3
3,4,26057.0,1/00720,3
4,4,26189.0,1/00720,3
5,4,26371.0,1/00720,3
6,4,26556.0,1/00720,3
7,4,26701.0,1/00720,3
8,4,26788.0,1/00720,3
9,4,26969.0,1/00720,3
10,4,27282.0,1/00720,3
11,4,27467.0,1/00720,3
12,4,27633.0,1/00720,3
13,4,27719.0,1/00720,3
14,4,27944.0,1/00720,3
15,4,28132.0,1/00720,3
16,4,28230.0,1/00720,3
17,4,28377.0,1/00720,3
18,4,28495.0,1/00720,3
19,4,28684.0,1/00720,3
20,4,29052.0,1/00720,3
21,4,29139.0,1/00720,3
22,4,29401.0,1/00720,3
23,4,29581.0,1/00720,3
24,4,29707.0,1/00720,3
25,4,29774.0,1/00720,3
26,4,29973.0,1/00720,3
27,4,30064.0,1/00720,3
28,4,30187.0,1/00720,3
29,4,30311.0,1/00720,3
1,5,26163.0,1/00720,3
2,5,26301.0,1/00720,3
3,5,26420.0,1/00720,3
4,5,26540.0,1/00720,3
5,5,26724.0,1/00720,3
6,5,26924.0,1/00720,3
7,5,27120.0,1/00720,3
8,5,27209.0,1/00720,3
9,5,27477.0,1/00720,3
10,5,27731.0,1/00720,3
11,5,27877.0,1/00720,3
12,5,28029.0,1/00720,3
13,5,28125.0,1/00720,3
14,5,28608.0,1/00720,3
15,5,28932.0,1/00720,3
16,5,29141.0,1/00720,3
17,5,29273.0,1/00720,3
18,5,29454.0,1/00720,3
19,5,29612.0,1/00720,3
20,5,29947.0,1/00720,3
21,5,30029.0,1/00720,3
22,5,30299.0,1/00720,3
23,5,30480.0,1/00720,3
24,5,30649.0,1/00720,3
25,5,30784.0,1/00720,3
26,5,30866.0,1/00720,3
27,5,31007.0,1/00720,3
28,5,31070.0,1/00720,3
29,5,31247.0,1/00720,3
1,6,26541.0,1/00720,3
2,6,26688.0,1/00720,3
3,6,26898.0,1/00720,3
4,6,26994.0,1/00720,3
5,6,27213.0,1/00720,3
6,6,27307.0,1/00720,3
7,6,27501.0,1/00720,3
8,6,27579.0,1/00720,3
9,6,27855.0,1/00720,3
10,6,28132.0,1/00720,3
11,6,28321.0,1/00720,3
12,6,28510.0,1/00720,3
13,6,28588.0,1/00720,3
14,6,28886.0,1/00720,3
15,6,29225.0,1/00720,3
16,6,29328.0,1/00720,3
17,6,29500.0,1/00720,3
18,6,29630.0,1/00720,3
19,6,29760.0,1/00720,3
20,6,30170.0,1/00720,3
21,6,30254.0,1/00720,3
22,6,30479.0,1/00720,3
23,6,30638.0,1/00720,3
24,6,30797.0,1/00720,3
25,6,30956.0,1/00720,3
26,6,31174.0,1/00720,3
27,6,31298.0,1/00720,3
28,6,31432.0,1/00720,3
29,6,31566.0,1/00720,3
1,7,26877.0,1/00720,3
2,7,27031.0,1/00720,3
3,7,27279.0,1/00720,3
4,7,27419.0,1/00720,3
5,7,27696.0,1/00720,3
6,7,27919.0,1/00720,3
7,7,28042.0,1/00720,3
8,7,28158.0,1/00720,3
9,7,28553.0,1/00720,3
10,7,28949.0,1/00720,3
11,7,29119.0,1/00720,3
12,7,29324.0,1/00720,3
13,7,29504.0,1/00720,3
14,7,29851.0,1/00720,3
15,7,30148.0,1/00720,3
16,7,30364.0,1/00720,3
17,7,30543.0,1/00720,3
18,7,30740.0,1/00720,3
19,7,30929.0,1/00720,3
20,7,31189.0,1/00720,3
21,7,31314.0,1/00720,3
22,7,31558.0,1/00720,3
23,7,31740.0,1/00720,3
24,7,31904.0,1/00720,3
25,7,31986.0,1/00720,3
26,7,32057.0,1/00720,3
27,7,32139.0,1/00720,3
28,7,32222.0,1/00720,3
29,7,32354.0,1/00720,3
1,8,27221.0,1/00720,3
2,8,27355.0,1/00720,3
3,8,27596.0,1/00720,3
4,8,27720.0,1/00720,3
5,8,28002.0,1/00720,3
6,8,28226.0,1/00720,3
7,8,28431.0,1/00720,3
8,8,28518.0,1/00720,3
9,8,28712.0,1/00720,3
10,8,29172.0,1/00720,3
11,8,29376.0,1/00720,3
12,8,29570.0,1/00720,3
13,8,29765.0,1/00720,3
14,8,30259.0,1/00720,3
15,8,30508.0,1/00720,3
16,8,30725.0,1/00720,3
17,8,30866.0,1/00720,3
18,8,31096.0,1/00720,3
19,8,31327.0,1/00720,3
20,8,31605.0,1/00720,3
21,8,31704.0,1/00720,3
22,8,31919.0,1/00720,3
23,8,32101.0,1/00720,3
24,8,32222.0,1/00720,3
25,8,32332.0,1/00720,3
26,8,32405.0,1/00720,3
27,8,32539.0,1/00720,3
28,8,32610.0,1/00720,3
29,8,32685.0,1/00720,3
1,9,27522.0,1/00720,3
2,9,27697.0,1/00720,3
3,9,27977.0,1/00720,3
4,9,28174.0,1/00720,3
5,9,28371.0,1/00720,3
6,9,28516.0,1/00720,3
7,9,28704.0,1/00720,3
8,9,28829.0,1/00720,3
9,9,29130.0,1/00720,3
10,9,29604.0,1/00720,3
11,9,29771.0,1/00720,3
12,9,29989.0,1/00720,3
13,9,30207.0,1/00720,3
14,9,30458.0,1/00720,3
15,9,30765.0,1/00720,3
16,9,30928.0,1/00720,3
17,9,31092.0,1/00720,3
18,9,31381.0,1/00720,3
19,9,31591.0,1/00720,3
20,9,31985.0,1/00720,3
21,9,32096.0,1/00720,3
22,9,32277.0,1/00720,3
23,9,32472.0,1/00720,3
24,9,32548.0,1/00720,3
25,9,32678.0,1/00720,3
26,9,32893.0,1/00720,3
27,9,33016.0,1/00720,3
28,9,33072.0,1/00720,3
29,9,33194.0,1/00720,3
1,10,27882.0,1/00720,3
2,10,28044.0,1/00720,3
3,10,28275.0,1/00720,3
4,10,28435.0,1/00720,3
5,10,28810.0,1/00720,3
6,10,28976.0,1/00720,3
7,10,29137.0,1/00720,3
8,10,29257.0,1/00720,3
9,10,29656.0,1/00720,3
10,10,30056.0,1/00720,3
11,10,30243.0,1/00720,3
12,10,30457.0,1/00720,3
13,10,30671.0,1/00720,3
14,10,31053.0,1/00720,3
15,10,31436.0,1/00720,3
16,10,31813.0,1/00720,3
17,10,32000.0,1/00720,3
18,10,32187.0,1/00720,3
19,10,32387.0,1/00720,3
20,10,32717.0,1/00720,3
21,10,32786.0,1/00720,3
22,10,33003.0,1/00720,3
23,10,33190.0,1/00720,3
24,10,33327.0,1/00720,3
25,10,33395.0,1/00720,3
26,10,33468.0,1/00720,3
27,10,33600.0,1/00720,3
28,10,33741.0,1/00720,3
29,10,33882.0,1/00720,3
1,11,28160.0,1/00720,3
2,11,28464.0,1/00720,3
3,11,28711.0,1/00720,3
4,11,28871.0,1/00720,3
5,11,29134.0,1/00720,3
6,11,29286.0,1/00720,3
7,11,29447.0,1/00720,3
8,11,29608.0,1/00720,3
9,11,29836.0,1/00720,3
10,11,30226.0,1/00720,3
11,11,30372.0,1/00720,3
12,11,30533.0,1/00720,3
13,11,30703.0,1/00720,3
14,11,31078.0,1/00720,3
15,11,31685.0,1/00720,3
16,11,31981.0,1/00720,3
17,11,32128.0,1/00720,3
18,11,32327.0,1/00720,3
19,11,32511.0,1/00720,3
20,11,32906.0,1/00720,3
21,11,32985.0,1/00720,3
22,11,33177.0,1/00720,3
23,11,33328.0,1/00720,3
24,11,33479.0,1/00720,3
25,11,33552.0,1/00720,3
26,11,33761.0,1/00720,3
27,11,33880.0,1/00720,3
28,11,33948.0,1/00720,3
29,11,34085.0,1/00720,3
1,12,28521.0,1/00720,3
2,12,28836.0,1/00720,3
3,12,29144.0,1/00720,3
4,12,29284.0,1/00720,3
5,12,29701.0,1/00720,3
6,12,29867.0,1/00720,3
7,12,30029.0,1/00720,3
8,12,30120.0,1/00720,3
9,12,30455.0,1/00720,3
10,12,30854.0,1/00720,3
11,12,31013.0,1/00720,3
12,12,31180.0,1/00720,3
13,12,31383.0,1/00720,3
14,12,31686.0,1/00720,3
15,12,32127.0,1/00720,3
16,12,32369.0,1/00720,3
17,12,32567.0,1/00720,3
18,12,32809.0,1/00720,3
19,12,32910.0,1/00720,3
20,12,33209.0,1/00720,3
21,12,33373.0,1/00720,3
22,12,33537.0,1/00720,3
